position,title
Q635902,Governor
Q493655,Premier
Q107772309,Minister of Economic Development
Q107772502,Minister of Finance
Q107772588,Minister of Home Affairs
Q107772038,Minister of Social Development
Q107772441,Minister of MICUH
Q112973354,Speaker of the House of Assembly
